Abk;Name
DO2;Domodossola 2
DOFM;Domodossola Güterumfahrung
DOFS;Domodossola Personenbahnhof
KODB;Konstanz DB
LIFS;Luino
LBT;Lötschberg Basistunnel
NBS;Neubaustrecke (Bahn 2000)
