RL100-Code;RL100-Langname;RL100-Kurzname;Typ Lang;Betriebszustand;PLC;Datum ab;Datum bis;Niederlassung
XLDM;Dommeldange;Dommeldange;Bf;Betrieb;;20081214;;0
XLDR;Dippach-Reckange;Dippach-Reckange;Bf;Betrieb;;20081214;;0
XLDU;Dudelange-Usines;Dudelange-Usines;Bf;Betrieb;;20081214;;0
XLDV;Dudelange-Ville;Dudelange-Ville;Hp;Betrieb;;20081214;;0
XLEA;Esch-sur-Alzette;Esch-Sur-Alzette;Bf;Betrieb;;20081214;;0
XLEB;Esch-Belval;Esch-Belval;Bf;;;19990101;;0
XLET;Ettelbruck;Ettelbruck;Bf;Betrieb;;20081214;;0
XLF;Fentange;Fentange;Abzw;Betrieb;;20081214;;0
XLGB;Goebelsmuhle;Goebelsmuhle;Bf;Betrieb;;20081214;;0
XLHD;Heisdorf;Heisdorf;Hp;Betrieb;;20081214;;0
XLHW;Howald;Howald;Bf;Betrieb;;20171110;;0
XLKA;Kayl;Kayl;Hp;Betrieb;;20081214;;0
XLKB;Kleinbettingen;Kleinbettingen;Bf;Betrieb;;20081214;;0
XLKT;Kautenbach;Kautenbach;Bf;Betrieb;;20081214;;0
XLL;Luxembourg Ville;Luxembourg;Bf;Betrieb;;20081214;;0
XLL G;Luxembourg Gare Centrale quai 13;Lux Gare cent 13;Bush;Betrieb;;20140131;;0
XLLD;Leudelange;Leudelange;Hp;Betrieb;;20081214;;0
XLLG;Langengrund;Langengrund;Hp;Betrieb;;20081214;;0
XLLH;Luxembourg-Hollerich;Lux-Hollerich;Hp;Betrieb;;20081214;;0
XLLHB;Luxembourg P+ R Bouillon;Luxemb Bouillon;Bush;Betrieb;;20190307;;0
XLLI;Lintgen;Lintgen;Hp;Betrieb;;20081214;;0
XLLKA;Luxembourg Flughafen;Luxemb Flughafen;Bush;Betrieb;;20150331;;0
XLLM;Lamadelaine;Lamadelaine;Hp;Betrieb;;20110719;;0
XLLR;Lorentzweiler;Lorentzweiler;Bf;Betrieb;;20081214;;0
XLM;Mersch;Mersch;Bf;Betrieb;;20081214;;0
XLMB;Munsbach;Munsbach;Hp;Betrieb;;20081214;;0
XLMC;Michelau;Michelau;Hp;Betrieb;;20081214;;0
XLME;Mecher;Mecher;Abzw;Betrieb;;20110719;;0
XLMK;Merkholtz;Merkholtz;Hp;Betrieb;;20081214;;0
XLML;Maulusmuhle;Maulusmuhle;Hp;Betrieb;;20081214;;0
XLMN;Manternach;Manternach;Hp;Betrieb;;20081214;;0
XLMP;Mertert-Port;Mertert-Port;Bf;Betrieb;;20081214;;0
XLMR;Mamer;Mamer;Bf;Betrieb;;20081214;;0
XLMT;Mertert;Mertert;Hp;Betrieb;;20081214;;0
XLMY;Mamer Lycee;Mamer Lycee;Hp;Betrieb;;20081214;;0
XLNK;Niederkorn;Niederkorn;Hp;Betrieb;;20081214;;0
XLNZ;Noertzange;Noertzange;Bf;Betrieb;;20081214;;0
XLOE;Oetrange;Oetrange;Bf;Betrieb;;20081214;;0
XLOK;Oberkorn;Oberkorn;Hp;Betrieb;;20081214;;0
XLP;Petange;Petange;Bf;Betrieb;;20081214;;0
XLPK;Pfaffenthal-Kirchberg;Pfaffenthal-Kir;Bf;Betrieb;;20171110;;0
XLPR;Paradiso;Paradiso;Hp;Betrieb;;20081214;;0
XLRD;Rodange;Rodange;Bf;Betrieb;;20081214;;0
XLRT;Roodt;Roodt;Bf;Betrieb;;20081214;;0
XLRU;Rumelange;Rumelange;Bf;Betrieb;;20081214;;0
XLSB;Scheuerbusch;Scheuerbusch;Abzw;Betrieb;;20081214;;0
XLSC;Sandweiler-Contern;Sandweiler-Cont;Bf;Betrieb;;20081214;;0
XLSL;Schifflange;Schifflange;Hp;Betrieb;;20081214;;0
XLSR;Schieren;Schieren;Bf;Betrieb;;20081214;;0
XLST;Steinfort;Steinfort;Bf;Betrieb;;20081214;;0
XLSW;Schouweiler;Schouweiler;Hp;Betrieb;;20081214;;0
XLSY;Syren;Syren;Bf;Betrieb;;20081214;;0
XLTT;Tetange;Tetange;Bf;Betrieb;;20081214;;0
XLTV;Troisvierges;Troisvierges;Bf;Betrieb;;20081214;;0
XLVM;Volmerange-les-Mines;Volmerange-l-Min;Hp;Betrieb;;20081214;;0
XLW;Wasserbillig;Wasserbillig;Bf;Betrieb;;20081214;;0
XLWF;Walferdange;Walferdange;Hp;Betrieb;;20081214;;0
XLWK;Wecker;Wecker;Bf;Betrieb;;20081214;;0
XLWW;Wilwerwiltz;Wilwerwiltz;Bf;Betrieb;;20081214;;0
XLWZ;Wiltz;Wiltz;Bf;Betrieb;;20081214;;0
XLXBB;Bettembourg Gr FR;Bettembg Gr FR;Gp;;;20110305;;0
XLXTV;Troisvierges Grenze BE;Troisvierg Gr BE;Gp;Betrieb;;20120128;;0
XMAA;Abaliget;Abaliget;Bf;;;20081015;;0
XMAB;Alsobelatelep;Alsobelatelep;Bf;;;20081015;;0
XMAD;Aszod;Aszod;Bf;;;20081015;;0
XMAF;Apafa;Apafa;Bf;;;20081015;;0
XMAG;Ajka-Gyartelep;Ajka-Gyartelep;Hp;Betrieb;;20090614;;0
XMAH;Abrahamhegy;Abrahamhegy;Hp;Betrieb;;20090614;;0
XMAJ;Ajka;Ajka;Bf;;;19990101;;0
XMAL;Almasfüzitö Felsö;Almasfüzitö;Bf;;;19990101;;0
XMAO;Alsogyenes;Alsogyenes;Hp;Betrieb;;20090614;;0
XMAY;Algyö;Algyö;Bf;;;20081015;;0
XMAZ;Aszofö;Aszofö;Bf;;;20081015;;0
XMB;Boba;Boba;Bf;;;20081015;;0
XMBA;Bicske Also;Bicske Also;Bf;;;20080614;;0
XMBAA;Balatonaliga;Balatonaliga;Bf;;;19990101;;0
XMBAD;Barand;Barand;Bf;;;20081015;;0
XMBAM;Balatonalmadi;Balatonalmadi;Bf;;;20081108;;0
XMBAY;Balatonakarattya;Balatonakarattya;Bf;;;20081015;;0
XMBB;Balatonbereny;Balatonbereny;Bf;;;20081015;;0
XMBBR;Balatonboglar;Balatonboglar;Bf;;;19990101;;0
XMBC;Bocskaikert;Bocskaikert;Hp;Betrieb;;20090614;;0
XMBD;Budapest-Deli;Budapest-Deli;Bf;;;20120701;;0
XMBDT;Budateteny;Budateteny;Hp;Betrieb;;20090614;;0
XMBE;Becehegy;Becehegy;Hp;Betrieb;;20090614;;0
XMBED;Balatonederics;Balatonederics;Bf;;;20081015;;0
XMBF;Ferencvaros;Ferencvaros;Bf;;;20120701;;0
XMBFA;Balatonfenyves also;Balatonfenyves a;Hp;Betrieb;;20090614;;0
XMBFD;Balatonfüred;Balatonfüred;Bf;;;20081015;;0
XMBFV;Balatonföldvar;Balatonföldvar;Bf;;;19990101;;0
XMBG;Balassagyarmat;Balassagyarmat;Bf;;;20081015;;0
XMBGY;Balatongyörök;Balatongyörök;Bf;;;20081015;;0
XMBH;Biharkeresztes;Biharkeresztes;Bf;;;19990101;;0
XMBI;Budapest BILK Kombiterminal;BILK Kombiterm;Bf;Betrieb;;20081214;;0
XMBJ;Budapest-Jozsefvaros;Buda Jozsefvaros;Bf;;;19990101;;0
XMBK;Budapest-Keleti;Budapest-Keleti;Bf;;;20120701;;0
XMBKD;Balatonakali-Dörgicse;Balatonakali-Dör;Bf;;;20081201;;0
XMBKE;Balatonkenese;Balatonkenese;Bf;;;20081015;;0
XMBKK;Bükkösd;Bükkösd;Bf;;;20081015;;0
XMBL;Kelenföld;Kelenföld;Bf;;;20120701;;0
XMBLE;Balatonlelle;Balatonlelle;Bf;;;19990101;;0
XMBLF;Balatonlelle felsö;Balatonlelle f;Bf;;;20081015;;0
XMBM;Balatonmariafürdö;Balatonmariafürd;Bf;;;20081015;;0
XMBN;Budapest-Nyugati;Budapest-Nyugati;Bf;;;20120701;;0
XMBO;Budapest-Kikötö;Budapest-Kikötö;Bf;;;19990101;;0
XMBOD;Bodajk;Bodajk;Bf;;;19990101;;0
XMBOS;Budaörs;Budaörs;Bf;;;19990101;;0
XMBP;Belatelep;Belatelep;Bf;;;20081015;;0
XMBR;Budapest Rakosrendezö;Budapest Rakasr;Bf;Betrieb;;20081214;;0
XMBRS;Balatonrendes;Balatonrendes;Hp;Betrieb;;20090614;;0
XMBS;Bekescsaba;Bekescsaba;Bf;;;20000122;;0
XMBSO;Balatonszarszo;Balatonszarszo;Bf;;;19990101;;0
XMBSR;Budapest Soroksari ut;Budapest Sorok u;Bf;;;20030925;;0
XMBSS;Balatonszemes;Balatonszemes;Bf;;;19990101;;0
XMBSZ;Balatonszepezd;Balatonszepezd;Hp;Betrieb;;20090614;;0
XMBT;Bate;Bate;Bf;;;20081015;;0
XMBTK;Bataszek;Bataszek;Bf;;;20081108;;0
XMBTU;Berettyoujfalu;Berettyoujfalu;Bf;;;20081015;;0
XMBU;Budafok-Haros;Budafok-Haros;Bf;;;19990101;;0
XMBUV;Balatonudvari;Balatonudvari;Hp;Betrieb;;20090614;;0
XMBV;Balatonvilagos;Balatonvilagos;Bf;;;20081015;;0
XMBY;Badacsony;Badacsony;Bf;;;20081015;;0
XMBYH;Badacsonylabdihegy;Badacsonylabdih;Hp;Betrieb;;20090614;;0
XMBYJ;Badacsonytomaj;Badacsonytomaj;Bf;;;20081015;;0
XMBYO;Badacsonyörs;Badacsonyörs;Hp;Betrieb;;20090614;;0
XMBYS;Badacsonytördemic-Szigliget;Badacstörd-Sz;Bf;;;20081015;;0
XMBZA;Balatonszeplak also;Balatonszeplak a;Hp;Betrieb;;20090614;;0
XMBZF;Balatonszeplak felsö;Balatonszeplak f;Bf;;;20081015;;0
XMC;Csajag;Csajag;Bf;;;20081015;;0
XMCD;Celldömölk;Celldömölk;Bf;;;20081015;;0
XMCN;Csor-Nadasdladany;Csor-Nadasdladan;Bf;;;20081015;;0
XMCO;Csorvas;Csorvas;Bf;;;20081015;;0
XMD;Debrecen;Debrecen;Bf;;;19990101;;0
XMDC;Debrecen-Csapokert;Debrecen-Csapok;Bf;;;20081015;;0
XMDF;Dunai Finomito;Dunai Finomito;Bf;;;19990101;;0
XMDU;Dunaujvaros;Dunaujvaros;Bf;;;20081108;;0
XMDV;Devecser;Devecser;Bf;;;20081015;;0
XME;Eger;Eger;Bf;;;20081015;;0
XMEA;Erd also;Erd also;Bf;;;20080926;;0
XMEF;Erd felsö;Erd felsö;Bf;;;20080926;;0
XMEM;Emöd;Emöd;Bf;;;20081015;;0
XMEZ;Esztergom;Esztergom;Bf;;;19990101;;0
XMF;Fonyod;Fonyod;Bf;;;19990101;;0
XMFA;Füzesabony;Füzesabony;Bf;;;19990101;;0
XMFL;Fonyodliget;Fonyodliget;Bf;;;20081015;;0
XMFR;Fürjes;Fürjes;Hp;Betrieb;;20090614;;0
XMFV;Fövenyes;Fövenyes;Hp;Betrieb;;20090614;;0
XMFZ;Felsözsolca;Felsözsolca;Bf;;;20080926;;0
XMG;Györ;Györ;Bf;;;19990101;;0
XMGD;Gardony;Gardony;Bf;;;20081015;;0
XMGG;Györ-Gyarvaros;Györ-Gyarvaros;Bf;;;20080614;;0
XMGL;Gyula;Gyula;Bf;;;20081015;;0
XMGN;Gyenesdias;Gyenesdias;Hp;Betrieb;;20090614;;0
XMGO;Godisa;Godisa;Bf;;;20081015;;0
XMGY;Gyoma;Gyoma;Bf;;;20061025;;0
XMHD;Herend;Herend;Bf;;;20081108;;0
XMHJ;Hajmasker;Hajmasker;Bf;;;20081108;;0
XMHM;Hodmezövasarhely;Hodmezövasarhely;Bf;;;20081108;;0
XMHN;Hodmezövasarhely Nepkert;Hodm Nepkert;Bf;;;20081108;;0
XMHU;Hajmasjer-Ujtelep;Hajmasjer-Ujtele;Hp;Betrieb;;20090614;;0
XMHV;Hetvehely;Hetvehely;Hp;Betrieb;;20090614;;0
XMHY;Hegyeshalom;Hegyeshalom;Bf;;;19990101;;0
XMI;Isaszeg;Isaszeg;Bf;;;20081108;;0
XMIG;Inota-Gyartelep;Inota-Gyartelep;Bf;;;20081108;;0
XMK;Kelebia;Kelebia;Bf;;;19990101;;0
XMKA;Kaposvar;Kaposvar;Bf;;;20081108;;0
XMKC;Kisceripuszta;Kisceripuszta;Bf;;;20081108;;0
XMKD;Kadarta;Kadarta;Hp;Betrieb;;20090614;;0
XMKE;Kerta;Kerta;Bf;;;20081108;;0
XMKEA;Kecskemet Also;Kecskemet Also;Bf;;;20110405;;0
XMKEC;Kecskemet;Kecskemet;Bf;;;20110405;;0
