Abk;Name;Kurzname;Typ;Betr-Zust;Primary location code;UIC;RB;gültig von;gültig bis;Netz-Key;Fpl-rel;Fpl-Gr
AHBRM;Hamburg-Hausbruch Mitte;Hausbruch Mitte;NE-Bft;;;0080;;20121209;;908391;J;N
AHBRS;Hamburg-Hausbruch               (S-Bahn);Hmb-Hausbruch SB;Üst;;DE14453;0080;9;20141214;;911020;J;N
AHBS;Hamburg Süd;Hamburg Süd;NE-Bft;;;0080;;20121209;;010793;J;N
AHBT;Hamburg Berliner Tor               (Üst);Hmb Bln Tor Üst;Üst;;DE14380;0080;2;20141214;;108804;J;N
AHCH;Hamburg Hoheneichen;Hoheneichen;Hp;;DE14396;0080;9;20081214;;011155;J;N
AHDG;Hamburg Süd DB-Grenze;Hmb Süd DB-Gr;Gp;;DE14413;0080;2;20091213;;106855;J;N
AHDH;Heudorf-Hüttendorf;Heudorf-Hüttendf;NE-Hp;;;0080;;20081214;;585448;J;N
AHDN;Heidenau (Kr.Harburg);Heidenau (Harb);NE-Bf;;;0080;;20081214;;585174;J;N
AHDT;Hattstedt;Hattstedt;Üst;;DE14630;0080;2;20081214;;015669;J;N
AHE;Hemmingstedt;Hemmingstedt;Bf;;DE14758;0080;2;20100801;;015305;J;N
AHEL;Heeslingen;Heeslingen;NE-Bf;;;0080;;20081214;;585117;J;N
AHEM;Hemmoor;Hemmoor;Hp;;DE14759;0080;2;20081214;;011973;J;N
AHEN;Hechthausen;Hechthausen;Hp Üst;;DE14658;0080;2;20141214;;011965;J;N
AHER;Heringsdorf (Holst);Heringsdorf(Hol);Bf;a.B.;DE14805;0080;2;20090124;;016535;N;N
AHES;Holm-Seppensen;Holm-Seppensen;Hp;;DE15046;0080;2;20081214;;012187;J;N
AHFD;Harsefeld;Harsefeld;NE-Bf;;;0080;;20081214;;585885;J;N
AHFS;Hamburg-Heimfeld;Heimfeld;Hp;;DE14455;0080;9;20081214;;010454;J;N
AHGH;Hagen (Holst);Hagen (Holst);NE-Bf;a.B.;;0080;;20090124;;489096;N;N
AHGLF;Helgoland Flughafen;Helgoland Flugh;NE-Tpp;;;0080;;20160301;;103893;N;N
AHGLK;Helgoland (Südhafen) Katamaran;Helgoland Kat;Slst;;;0080;;19990427;;;;
AHGLR;Helgoland (Reede);Helgoland(Reede);Slst;;;0080;;19990101;;;;
AHGLS;Helgoland (Südhafen);Helgoland(Südhf);Slst;;;0080;;19990101;;;;
AHGN;Hagen (Kr Stade);Hagen (Kr Stade);NE-Hp;;;0080;;20081214;;585513;J;N
AHH;Hörnum (Sylt) Hafen;Hörnum(Sylt)Hf;Bush;;;0080;;19990101;;;;
AHH M;Hörnum (Sylt) Mitte;Hörnum(Sylt)Mitt;Bush;;;0080;;19990101;;;;
AHH N;Hörnum (Sylt) Nord;Hörnum(Sylt)Nord;Bush;;;0080;;19990101;;;;
AHH S;Hörnum (Sylt);Hörnum (Sylt);Slst;;;0080;;19990101;;;;
AHH T;Hörnum (Sylt) Steintal;Hörnum(Sylt)Sttl;Bush;;;0080;;19990101;;;;
AHHO;Hallig Hooge;Hallig Hooge;Slst;;;0080;;19990101;;;;
AHHW;Hamburg Holstenhofweg;Holstenhofweg;Hp;Planung;DE21748;0080;9;20180224;;110454;N;N
AHI;Heide (Holst);Heide (Holst);Bf;;DE14670;0080;2;20081214;;015321;J;J
AHI F;Heide (Holst) Flughafen;Heide Flughafen;NE-Tpp;;;0080;;20160301;;103894;N;N
AHIF;Hittfeld;Hittfeld;Hp;;DE14936;0080;2;20081214;;012310;J;N
AHKM;Hamburger Kinderheim (Sylt);Hambger Kinderhm;Bush;;;0080;;19990101;;;;
AHKS;Halstenbek;Halstenbek;Hp;;DE14372;0080;9;20081214;;010223;J;N
AHKU;Heidekultur;Heidekultur;NE-Bk;;;0080;;20131023;;108063;J;N
AHLA;Hallig Langeneß;Hallig Langeneß;Slst;;;0080;;20091001;;;;
AHLF;Haslohfurth;Haslohfurth;NE-Hp;;;0080;;20081214;;593087;J;N
AHLH;Hasloh;Hasloh;NE-Bf;;;0080;;20081214;;404087;J;N
AHM;Husum;Husum;Bf;;DE15167;0080;2;20081214;;015529;J;N
AHM A;Husum Außenhafen;Husum Außenhafen;Bush;;;0080;;19990101;;;;
AHM B;Husum Bahnhof;Husum Bahnhof;Bush;;;0080;;20010901;;;N;N
AHM N;Husum Nordstrand;Husum Nordstrand;Slst;;;0080;;19990101;;;;
AHM Z;Husum ZOB;Husum ZOB;Bush;;;0080;;19990101;;;;
AHMX;Husum ESTW-Z;Husum ESTW;BZ;;;0080;2;20110812;;107289;N;N
AHNU;Hademarschen;Hademarschen;Hp;;DE14229;0080;2;20081214;;014472;J;N
AHO;Hamburg Unterelbe Seehafen;Hmb U-elbe See;Bft;;DE14417;0080;2;20081214;;011403;J;N
AHOD;Hochdonn;Hochdonn;Üst;;DE14943;0080;2;20101212;;911457;J;N
AHOE;Hörn;Hörn;Abzw;;DE15100;0080;2;20081214;;017061;J;N
AHOF;Hesedorf;Hesedorf;NE-Bf;;;0080;;20081214;;585844;J;N
AHOG;Horneburg;Horneburg;Bf;;DE15107;0080;2;20081214;;011908;J;N
AHOL;Hollenstedt;Hollenstedt;NE-Bf;a.B.;;0080;;20090124;;585919;N;N
AHOR;Hamburg-Horn;Horn;Abzw;;DE14456;0080;2;20081214;;010850;J;N
AHOS;Hamburg Hohe Schaar;Hmb Hohe Schaar;NE-Bft;;;0080;;20121209;;011338;J;N
AHOSS;Hamburg Hohe Schaar Süd;Hmb H Schaar Süd;NE-Bft;;;0080;;20121209;;911756;J;N
AHOT;Horst in Holstein;Horst in Holst;Hp;;DE15115;0080;2;20081214;;069914;J;N
AHOW;Hamburg Hörgensweg;Hörgensweg;NE-Bft;;;0080;;20120701;;438721;J;N
AHPA;Hamburg Hafen;Hamburg Hafen;NE-Bf;;;0080;;20131023;;107839;J;N
AHPD;Hepstedt;Hepstedt;NE-Bf;a.B.;;0080;;20090124;;585034;N;N
AHPF;Himmelpforten;Himmelpforten;Hp Üst;;DE14907;0080;2;20141214;;011957;J;N
AHPS;Hamburg Hochkamp;Hochkamp;Hp Bk;;DE14395;0080;9;20081214;;011064;J;N
AHRF;Hamburg-Harburg Rathaus;Harburg Rathaus;Bf;;DE14451;0080;9;20081214;;010447;J;N
AHRO;Hamburg-Rothenburgsort;Hmb-Rothburgsort;Bf;;DE14479;0080;2;20081214;;010694;J;N
AHROF;Hamburg-Rothenburgsort Tk;Hmb-Roth Tk;Bft;;DE14483;0080;2;20081214;;911757;J;N
AHROO;Hamburg-Rothenburgsort Ro;Hmb-Roth Ro;Bft;;DE14481;0080;2;20081214;;911018;J;J
AHROP;Hamburg-Rothenburgsort Rop;Hmb-Roth Rop;Bft;;DE14482;0080;2;20081214;;911758;J;N
AHRS;Hamburg-Harburg                 (S-Bahn);Harburg S-Bahn;Hp;;DE14448;0080;9;20090214;;010439;J;N
AHRX;Hamburg-Rothenburgsort ESTW-UZ;Hmb-Rothbgo ESTW;BZ;;;0080;2;20110812;;106659;N;N
AHS;Hamburg Hbf                     (S-Bahn);Hauptbahnhof SB;Bf;;DE14394;0080;9;20171210;;010215;J;J
AHSB;Hamburg Hasselbrook             (S-Bahn);Hasselbr S-Bahn;Bf;;DE14392;0080;9;20081214;;011270;J;N
AHSD;Harsefeld Süd;Harsefeld Süd;NE-Bf;;;0080;;20090401;;586024;J;N
AHSF;Hamburg Hasselbrook;Hasselbrook;Hp;;DE14391;0080;2;20081214;;011247;J;N
AHSG;Hasselburg;Hasselburg;Bf;;DE14615;0080;2;20081214;;016451;J;N
AHSH;Hamburg Holstenstraße H;Holstenstr H;Abzw;;DE14399;0080;9;20081214;;854737;J;N
AHSM;Hamburg Stellmoor             (Fernbahn);Stellmoor Fernb;Üst;Planung;DE21749;0080;2;20180224;;110455;N;N
AHSN;Hemsen (b Soltau);Hemsen /b Soltau;Hp;a.B.;DE14761;0080;2;20101212;;012229;N;N
AHSO;Hamburg Holstenstraße D;Holstenstr D;Abzw;;DE14398;0080;9;20081214;;854729;J;N
AHSQ;Hamburg Hbf (S-Bahn) Bedienstandort;Hmb Hbf S-B BSO;BSO;Planung;;0080;9;20180301;;110485;N;N
AHST;Hamburg Holstenstraße;Holstenstr;Hp;;DE14397;0080;9;20081214;;010926;J;N
AHTB;Hüttenbusch;Hüttenbusch;NE-Bf;;;0080;;20081214;;585471;J;N
AHWA;Heinschenwalde;Heinschenwalde;NE-Bf;;;0080;;20081214;;585794;J;N
AHWH;Herwigshof;Herwigshof;NE-Bf;;;0080;;20081214;;585166;J;N
AHWT;Hohenwestedt;Hohenwestedt;Bf;;DE15031;0080;2;20081214;;014431;J;N
AHZ;Hitzacker;Hitzacker;Hp Bk;;DE14938;0080;2;20081214;;011478;J;N
AHZH;Herzhorn;Herzhorn;Hp;;DE14858;0080;2;20081214;;014902;J;N
AIS;Hamburg-Iserbrook;Iserbrook;Hp;;DE14457;0080;9;20081214;;011015;J;N
AIZ;Itzehoe;Itzehoe;Bf;;DE15253;0080;2;20081214;;014951;J;N
AIZQ;Itzehoe Bedienstandort;Itzehoe BSO;BSO;Planung;;0080;2;20180301;;110480;N;N
AIZX;Itzehoe ESTW-Z;Itzehoe ESTW;BZ;;;0080;2;20110812;;107290;N;N
AJ;Jübek;Jübek;Bf;;DE15308;0080;2;20081214;;014209;J;N
AJA;Jameln (Kr Dannenberg);Jameln;NE-Hp;;;0080;;20130904;;016071;J;N
AJF;Jesteburg;Jesteburg;Üst;;DE15289;0080;2;20081214;;017087;J;N
AJHH;Jarrenwisch;Jarrenwisch;Hp;;DE15271;0080;2;20081214;;015370;J;N
AJUS;Hamburg Jungfernstieg;Jungfernstieg;Hp;;DE14400;0080;9;20081214;;010496;J;N
AK;Kiel Hbf;Kiel Hbf;Bf;;DE15496;0080;2;20081214;;013045;J;N
AK  K;Kiel Hbf Kaistraße;Kiel Hbf Kaistr;Bush;;;0080;;20120128;;;N;N
AK  O;Kiel Hbf (Ko);Kiel Hbf (Ko);Bft;;DE15497;0080;2;20081214;;908668;J;N
AK  Z;Kiel Hbf ZOB;Kiel Hbf ZOB;Bush;;;0080;;19990101;;;;
AKAD;Katharinenheerd;Katharinenheerd;Hp;;DE15442;0080;2;20081214;;015610;J;N
AKADA;Katharinenheerd Abzw. Bahnhof;Katharinenh Abzw;Bush;;;0080;;20160629;20181231;;N;N
AKAR;Karwitz (Kr Dannenberg);Karwitz/Kr Danbg;Anst;a.B.;DE15410;0080;2;20030101;;011635;N;N
AKC;Klecken;Klecken;Hp;;DE15569;0080;2;20081214;;012328;J;N
AKD;Kleinkummerfeld;Kleinkummerfeld;Bf;a.B.;DE15594;0080;2;20080509;;013425;N;N
AKE;Kiel-Elmschenhagen;Kiel-Elmschenhgn;Bf;;DE15502;0080;2;20100501;;013748;J;N
AKEL;Kiel-Ellerbek;Kiel-Ellerbek;NE-Hp;;;0080;;20161211;;106930;J;N
AKEW;Kiel-Wellsee;Kiel-Wellsee;Awanst;;DE15505;0080;2;20081214;;383018;J;N
AKFX;Kiel - Flensburg ESTW-R Bedienplatz;Kiel - Fl ESTW;BZ;;;0080;2;20171210;;109994;N;N
AKGA;Kiel-Gaarden;Kiel-Gaarden;NE-Hp;;;0080;;20081214;;489468;J;J
AKGB;Kiel-Gaarden Bk;K-Gaarden Bk;NE-Bk;;;0080;;20171210;;110210;J;N
AKGG;Kiel-Gaarden BZ-Grenze;K-Gaarden BZ-Gr;NE-Gp;;;0080;;20171210;;110209;J;N
AKH;Kiel-Hassee Cittipark;K-Hassee Cittip;Bf;;DE15503;0080;2;20081214;;013763;J;N
AKHB;Karlshöfen (Bz Bremen);Karlshöfen/Brm;NE-Hp Anst;;;0080;;20081214;;585729;J;N
AKHD;Kremperheide;Kremperheide;Hp;;DE15885;0080;2;20081214;;014936;J;N
AKHG;Kiel Hgbf;Kiel Hgbf;Bf;a.B.;DE15499;0080;2;20080101;;805598;N;N
AKHW;Kiel Howaldtswerke;Kiel How.-werke;NE-Anst;;;0080;;20081214;;490037;J;N
AKI;Keitum;Keitum;Bf;;DE15467;0080;2;20081214;;015818;J;N
AKI B;Keitum Bahnhof;Keitum Bf;Bush;;;0080;;20050223;;;N;N
AKIM;Keitum Schnittis Eck;Keitum Schnitt E;Bush;;;0080;;20070907;;;;
AKIMK;Keitum Kirche;Keitum Kirche;Bush;;;0080;;19990101;;;;
AKIMO;Keitum Ost;Keitum Ost;Bush;;;0080;;19990101;;;;
AKIMW;Keitum Parkplatz West;Keitum Ppl West;Bush;;;0080;;20070907;;;N;N
AKLX;Kiel ESTW-UZ;Kiel ESTW;BZ;;;0080;2;20110812;;106660;N;N
AKM;Krempe;Krempe;Hp;;DE15884;0080;2;20081214;;014928;J;N
AKMA;Kiel Marinearsenal;Kiel M.-arsenal;NE-Anst;;;0080;;20081214;;490045;J;N
AKML;Kuhmühlen;Kuhmühlen;NE-Bf;;;0080;;20081214;;585133;J;N
AKNG;Kiel Seehafen/AKN Grenze;Kiel Sh/AKN Gr;NE-Gp;Planung;;0080;;20171018;20181208;110324;N;N
AKNG;Kiel Seehafen/AKN Grenze;Kiel Sh/AKN Gr;NE-Gp;;;0080;;20181209;;110324;J;N
AKNH;Kiel Nordhafen;Kiel Nordhafen;NE-Bf;;;0080;;20110325;;546473;J;N
AKNK;Kiel Norwegenkai KV;Kiel Norwegenkai;NE-Anst;;;0080;;20081214;;490003;J;N
AKNKO;Kiel Norwegenkai (Ostufer);Kiel Norwkai Ost;Slst;;;0080;;19991026;;;;
AKOH;Kiel Ostuferhafen;Kiel Ostuferhf;NE-Bf;;;0080;;20081214;;489161;J;N
AKPM;Kampen (Sylt) Mitte;Kampen(Sylt)Mitt;Bush;;;0080;;19990101;;;;
AKPMD;Kampen (Sylt) Dikstieg;Kampen(Sylt)Diks;Bush;;;0080;;19990101;;;;
AKPMK;Kampen (Sylt) Klappholttal;Klappholttal;Bush;;;0080;;20010922;;;N;N
AKPMS;Kampen (Sylt) Süd;Kampen(Sylt)Süd;Bush;;;0080;;19990101;;;;
AKPP;Kappeln (Schlei);Kappeln (Schlei);NE-Bf;;;0080;;20090401;;542175;J;N
AKQ;Kiel-Hassee Bedienstandort;Kiel-Hassee BSO;BSO;Planung;;0080;2;20180301;;110481;N;N
AKRH;Kronshagen;Kronshagen;Hp;;DE15917;0080;2;20141214;;108779;J;N
AKRS;Krupunder;Krupunder;Hp;;DE15935;0080;9;20081214;;012989;J;N
AKRU;Kiel-Russee;Kiel-Russee;Hp;;DE15504;0080;2;20141214;;106928;J;N
AKS;Hamburg Königstraße;Königstraße;Hp;;DE14402;0080;9;20081214;;010538;J;N
AKSA;Kiel Süd (Ss);Kiel Süd (Ss);NE-Abzw;;;0080;;20141214;;108647;J;N
AKSC;Kiel Scheerhafen;Kiel Scheerhafen;NE-Bf;;;0080;;20090401;;546069;J;N
AKSG;Kiel Süd DB-Grenze;Kiel Süd DB-Gr;Gp;;DE15500;0080;2;20141214;;108645;J;N
AKSL;Kiel Schulen am Langsee;Kiel S a Langsee;NE-Hp;;;0080;;20130904;;108227;J;N
AKSM;Kiel Seefischmarkt;K Seefischmarkt;NE-Bf;;;0080;;20090401;;490052;J;N
AKSS;Kiel Hbf (Ss);Kiel Hbf (Ss);Abzw;;DE15498;0080;2;20081214;;017152;J;J
AKSU;Kiel Süd;Kiel Süd;NE-Bf;;;0080;;20081214;;489013;J;N
AKSX;Kiel-Bad Schwartau Strecke ESTW-Z;Kiel-Schwar ESTW;BZ;;;0080;2;20110812;;105681;N;N
AKTH;Kutenholz;Kutenholz;NE-Bf;;;0080;;20081214;;585851;J;N
AKTK;Kaltenkirchen (Holst);Kaltenk. (Holst);NE-Bf;;;0080;;20081214;;404152;J;N
AKTKD;Kaltenkirchen dodenhof;dodenhof;NE-Bft;;;0080;;20120701;;862219;J;N
AKTKH;Kaltenkirchen Holstentherme;Holstentherme;NE-Hp;;;0080;;20081214;;404251;J;N
AKTKS;Kaltenkirchen Süd;Kaltenk Süd;NE-Bft;;;0080;;20120701;;404285;J;N
AKTO;Kating;Kating;Hp;;DE15443;0080;2;20081214;;015602;J;N
AKUD;Kudensee;Kudensee;Awanst;;DE15939;0080;2;20081214;;010066;J;N
AKUP;Kupfermühle;Kupfermühle;Hp;;DE15970;0080;2;20081214;;016303;J;N
AKVI;Kiel VST Test- und Integrationssystem 1;Kiel VST TIS1;BZ;;;0080;2;20080101;;104457;N;N
AKVS;Kiel VST Test- und Integrationssystem 3;Kiel VST TIS3;BZ;;;0080;2;20080101;;104459;N;N
AKVU;Kiel VST Test- und Integrationssystem 2;Kiel VST TIS2;BZ;;;0080;2;20080101;;104458;N;N
AKW;Kiel West;Kiel West;Bf;a.B.;DE15501;0080;2;20030101;;013078;N;N
AKWA;Kiel Wiener Allee;Kiel Wien Allee;Bush;;;0080;;20140114;;;N;N
AKWK;Kiel-Wik;Kiel-Wik;NE-Bf;;;0080;;20090401;;546010;J;N
AKWS;Hamburg Kornweg (Klein Borstel);Kornweg;Hp;;DE14403;0080;9;20081214;;011163;J;N
AKX;Klanxbüll;Klanxbüll;Bf;;DE15563;0080;2;20081214;;015792;J;N
AL;Lübeck Hbf;Lübeck Hbf;Bf;;DE16559;0080;2;20081214;;016311;J;N
AL  Z;Lübeck ZOB/Hbf;Lübeck ZOB/Hbf;Bush;;;0080;;20140730;;;N;N
ALA;Hamburg-Langenfelde Bbf;Hmb-Langenfd Bbf;Bf;;DE14461;0080;2;20081214;;010975;J;N
ALAA;Hamburg-Langenfelde Abzw;Hmb-Langenf Abzw;Bft Abzw;;DE14460;0080;2;20081214;;638361;J;N
ALAG;Hamburg-Langenfelde Gbf;Hmb-Langenf Gbf;NE-Bf;a.B.;;0080;;20090124;;404012;N;N
ALAL;Langeln (Holst);Langeln(Holst);NE-Hp;;;0080;;20090401;;438325;J;N
ALAN;Hamburg Landwehr;Landwehr;Hp;;DE14405;0080;9;20081214;;011254;J;N
ALAS;Hamburg Landungsbrücken;Landungsbrücken;Bf;;DE14404;0080;9;20081214;;010512;J;N
ALASK;Hamburg Landungsbr Brücke 7 Katamaran;Hmb Landbr 7 Kat;Slst;;;0080;;19991026;;;;
ALAU;Lauenburg (Elbe);Lauenburg (Elbe);Bf;;DE16115;0080;2;20081214;;011577;J;N
ALB;Lübeck Flughafen;Lübeck Flughafen;Hp;;DE16557;0080;2;20081220;;016824;J;N
ALBG;Lüneburg;Lüneburg;Bf;;DE16598;0080;2;20100801;;011734;J;N
ALBGA;Lüneburg AVL;Lüneburg AVL;Museum;;;0080;;20000414;;;N;N
ALBGB;Lüneburg Busbf;Lüneburg Busbf;Bush;;;0080;;19990101;;;;
ALBGG;Lüneburg Gbf;Lüneburg Gbf;Bft;;DE16599;0080;2;20081214;;911759;J;N
ALBGN;Lüneburg Nordkopf;Lüneburg Nordk;Bft;;DE16600;0080;2;20081214;;908669;J;N
ALBGW;Lüneburg-Westseite;Lüneburg Wests;Bft;;DE16601;0080;2;20100301;;908670;J;J
ALBG1;Lüneburg                             EST;Lüneburg;Est;;;0080;;20041001;;;;
ALBQ;Lüneburg Bedienstandort;Lüneburg BSO;BSO;Planung;;0080;2;20180301;;110482;N;N
ALBX;Lübeck - Büchen Strecke ESTW-Z;Lüb-Büchen ESTW;BZ;;;0080;2;20110812;;106095;N;N
ALCH;Lüchow;Lüchow;NE-Bf;;;0080;;20081214;;016048;J;N
ALD;Lübeck-Dänischburg;Lübeck-Dänischbg;Bf;;DE16570;0080;2;20081214;;016733;J;N
ALD A;Lübeck-Dänischburg IKEA Abzw;Lübeck IKEA Abzw;Bft Abzw;;DE16571;0080;2;20141214;;107390;J;N
ALD B;Lübeck-Dänischburg Grenzweg Bus;Lübeck-Dän Bus;Bush;;;0080;;20150410;;;N;N
ALD G;Lübeck-Dänischburg Gbf;L-Dänischbg Gbf;Bft;;DE16572;0080;2;20141214;;910278;J;N
ALE;Leitstade;Leitstade;Hp;;DE16285;0080;2;20081214;;011486;J;N
ALF;List (Sylt) Fähre (Hafen);List(Sylt)Fähre;Bush;;;0080;;19990101;;;;
ALFD;Lentföhrden;Lentföhrden;NE-Bf;;;0080;;20081214;;404178;J;N
ALG;Langenhorn (Schlesw);Langenhorn/Schl;Hp Bk;;DE16064;0080;2;20081214;;015693;J;N
ALGB;Schönkirchen Landgraben;Landgraben;NE-Bf;a.B.;;0080;;20090124;;489070;N;N
ALGD;Lägerdorf;Lägerdorf;Anst;ehemals;DE15989;0080;2;20030101;;911008;N;N
ALGE;Lübeck-Genin;Lübeck-Genin;Awanst;ehemals;DE16573;0080;2;20080101;;384925;N;N
ALGM;Elmshorn Langenmoor;Langenmoor;NE-Hp;;;0080;;20090401;;438028;J;N
ALGX;Lüneburg ESTW-UZ;Lüneburg ESTW;BZ;Planung;;0080;2;20110812;;106662;N;N
ALH;Lindholm;Lindholm;Bf;;DE16403;0080;2;20150106;;015719;J;N
ALHA;Lübeck Hafen;Lübeck Hafen;Bf;;DE16558;0080;2;20030101;;017517;N;N
ALHG;Lehnshallig;Lehnshallig;Bf;;DE16178;0080;2;20081214;;015875;J;N
ALHS;Lübeck Hochschulstadtteil;L Hochschulstadt;Hp;;DE16562;0080;2;20131215;;108704;J;N
ALHSA;Lübeck Alexander-Fleming-Straße;Lübeck A-Fleming;Bush;;;0080;;20160701;;;N;N
ALIS;List (Sylt);List (Sylt);Slst;;;0080;;19990101;;;;
ALISA;List (Sylt) Alte Bahnhofstraße;List(Sylt)A Bfst;Bush;;;0080;;19990101;;;;
ALISB;List (Sylt) Am Brünk;List(Sylt)A Brü;Bush;;;0080;;20021109;;;;
ALISD;List (Sylt) Dünenstraße;List(Sylt)Dünen;Bush;;;0080;;20020215;;;N;N
ALISG;List (Sylt) Mövengrund;List(Sylt)Möveng;Bush;;;0080;;19990101;;;;
ALISH;List (Sylt) Süderhörn;List(Sylt)Süderh;Bush;;;0080;;19990101;;;;
ALISJ;List (Sylt) Mövenberg DJH;List Mövenbg DJH;Bush;;;0080;;20050217;;;N;N
ALISM;List (Sylt) Mellhörn;List(Sylt)Mellhö;Bush;;;0080;;19990101;;;;
ALISS;List (Sylt) Schule;List(Sylt)Schule;Bush;;;0080;;19990101;;;;
ALISW;List (Sylt) Weststrand;List Weststrand;Bush;;;0080;;20050217;;;N;N
ALJ;Lütjenburg;Lütjenburg;Bf;a.B.;DE16611;0080;2;20030101;;013615;N;N
ALJK;Lütjenkamp;Lütjenkamp;Museum;;;0080;;20000414;;;N;N
ALKG;Lübeck Konstinbahnhof Grenze;L-Konstinbf DBGr;Gp;;DE16564;0080;2;20130905;;107739;J;N
ALKN;Lübeck-Kücknitz;Lübeck-Kücknitz;Abzw;;DE16575;0080;2;20081214;;016741;J;N
ALKO;Lübeck Konstinbahnhof;Lübeck Konstinbf;fb-Bf;;;0080;2;20090210;;192211;J;N
ALKR;Lübeck-Kücknitz Roter Hahn;L-Kückn Roter H;Hp;;DE16576;0080;2;20081214;;718734;J;N
ALN;Lübeck-Niendorf;Lübeck-Niendorf;Bf;a.B.;DE16577;0080;2;20080620;;016808;N;N
ALNX;Lüneburg Nord ESTW-UZ;Lünebg Nord ESTW;BZ;;;0080;2;20171114;;106663;N;N
ALOF;Hamburg-Lokstedt;Hamburg-Lokstedt;Bf;;DE14462;0080;2;20081214;;011007;J;N
ALOT;Lottorf;Lottorf;Üst;a.B.;DE16494;0080;2;20080101;;911450;N;N
ALQ;Lübeck Bedienstandort;Lübeck BSO;BSO;Planung;;0080;2;20180301;;110479;N;N
ALR;Lübeck Hgbf;Lübeck Hgbf;Bf;;DE16560;0080;2;20081214;;016329;J;N
ALRA;Lübeck Hgbf Abzw;Lübeck Hgbf Abzw;Bft Abzw;;DE16561;0080;2;20151213;;693424;J;N
ALRD;Lübeck Duve;Duve;Anst;;DE16556;0080;2;20030101;;384958;N;N
ALRT;Lübeck Schlutuper Tannen;Schlutuper Tann;Anst;;DE16565;0080;2;20081214;;337303;J;N
ALS;Lensahn;Lensahn;Bf;;DE16306;0080;2;20081214;;016485;J;N
ALSC;Lübeck-Schlutup;Lübeck-Schlutup;Bf;;DE16578;0080;2;20081214;;016709;J;N
ALSJ;Lübeck St Jürgen;Lübeck St Jürgen;Hp;;DE16569;0080;2;20081214;;718718;J;N
ALSK;Lübeck Skandinavienkai;Lüb Skand-kai;Bf;;DE16566;0080;2;20081214;;016873;J;N
ALST;Hamburg-Langenfelde             (S-Bahn);Langenfelde;Hp;;DE14459;0080;9;20081214;;012898;J;N
ALTG;Lübeck-Travemünde Skandinavienkai Grenze;L-Tra Skan DB-Gr;Gp;;DE16581;0080;2;20130905;;107741;J;N
ALTH;Lübeck-Travemünde Hafen;Lüb-Trav Hafen;Hp;;DE16579;0080;2;20081214;;016766;J;N
ALTK;Lübeck-Travemünde Skandinavienkai;Lüb-Trav Skankai;Hp;;DE16580;0080;2;20081214;;016972;J;N
ALTS;Lübeck-Travemünde Strand;Lüb-Trav Strand;Hp;;DE16582;0080;2;20081214;;016774;J;N
ALU;Lunden;Lunden;Hp;;DE16623;0080;2;20081214;;015495;J;N
ALUB;Lauenbrück;Lauenbrück;Bf;;DE16114;0080;2;20081214;;012377;J;N
ALX;Lübeck ESTW-UZ;Lübeck ESTW;BZ;;;0080;2;20110812;;106661;N;N
AM;Maschen Rbf;Maschen Rbf;Bf;;DE16857;0080;2;20081214;;011759;J;N
AM  D;Maschen Rbf vorverfügte Leerwagen;Maschen Dispo;Emst;;;0080;;20040205;;;;
AM  N;Maschen Rbf (Mnwf);Maschen Rbf Mnwf;Bft;;DE16859;0080;2;20081214;;908671;J;N
AM  O;Maschen Rbf (Mnof);Maschen Rbf Mnof;Bft;;DE16858;0080;2;20081214;;911760;J;N
AM  S;Maschen Rbf (Msof);Maschen Rbf Msof;Bft;;DE16860;0080;2;20081214;;911761;J;N
AM  W;Maschen Rbf (Mswf);Maschen Rbf Mswf;Bft;;DE16861;0080;2;20081214;;910136;J;N
AMA;Maschen Pbf;Maschen Pbf;Bf;;DE16856;0080;2;20081214;;011825;J;N
AMAG;Bad Malente-Gremsmühlen;B Malente-Gremsm;Hp Üst;;DE10489;0080;2;20081214;;013557;J;N
AMAR;Marne;Marne;Bf;a.B.;DE16840;0080;2;20030101;;015123;N;N
AMBH;Norderstedt Moorbekhalle;Moorbekhalle;NE-Hp;;;0080;;20081214;;404293;J;N
AMD;Meckelfeld;Meckelfeld;Bft Abzw;;DE16895;0080;2;20081214;;011833;J;N
AMDH;Meckelfeld                            Hp;Meckelfeld Hp;Hp;;DE16896;0080;2;20090214;;382234;J;N
AME;Melsdorf;Melsdorf;Hp;;DE16958;0080;2;20141214;;106927;J;N
AMF;Meldorf Hp;Meldorf Hp;Hp;;DE16948;0080;2;20101212;;015297;J;N
AMFU;Meldorf;Meldorf;Üst;;DE16947;0080;2;20101212;;107219;J;N
AMH;Mulmshorn;Mulmshorn;NE-Bf;;;0080;;20081214;;585976;J;N
AMKT;Möskental;Möskental;Bush;;;0080;;19990101;;;;
AML;Hamburg Mittlerer Landweg;Mittl Landweg;Hp;;DE14406;0080;9;20081214;;010645;J;N
AMLI;Mölln (Lauenburg) Industriegleis;Mölln(Laubg)Ind;Awanst;;DE17106;0080;2;20030101;;337311;N;N
AMLN;Mölln (Lauenburg);Mölln (Lauenb);Bf;;DE17105;0080;2;20081214;;016840;J;N
AMM;Morsum (Sylt);Morsum (Sylt);Bf;;DE17135;0080;2;20081214;;015800;J;N
AMM B;Morsum (Sylt) Bahnhof;Morsum (Sylt) Bf;Bush;;;0080;;20010921;;;N;N
AMM K;Morsum Kliff;Morsum Kliff;Bush;;;0080;;20030917;;;N;N
AMMH;Munkmarsch Hafen;Munkmarsch Hafen;Bush;;;0080;;19990101;;;;
